,fixed acidity_val,volatile acidity_val,citric acid_val,residual sugar_val,chlorides_val,free sulfur dioxide_val,total sulfur dioxide_val,density_val,pH_val,sulphates_val,alcohol_val,quality_val,fixed acidity_z,volatile acidity_z,citric acid_z,residual sugar_z,chlorides_z,free sulfur dioxide_z,total sulfur dioxide_z,density_z,pH_z,sulphates_z,alcohol_z,quality_z
269,5.4,0.59,0.07,7.0,0.045,36.0,147.0,0.9944,3.34,0.57,9.7,6,1.7241272414107285,3.093329113954948,2.1832664656234853,0.12000006666031521,0.035355000359076724,0.04068795925890309,0.2033086621723828,0.12459818186025608,1.0049552957571057,0.7023940542934126,0.6617394542581272,0.13787014016904328
271,5.2,0.6,0.07,7.0,0.044,33.0,147.0,0.9944,3.33,0.58,9.7,5,1.9611552667120666,3.1925509581663003,2.1832664656234853,0.12000006666031521,0.0811305202530125,0.13572657994154608,0.2033086621723828,0.12459818186025608,0.9387236317328562,0.7900255802601756,0.6617394542581272,0.991373917603488
294,9.1,0.59,0.38,1.6,0.066,34.0,182.0,0.9968,3.23,0.38,8.5,3,2.660891226664025,3.093329113954948,0.37855928230225533,0.944765273129346,0.925930917413574,0.07692173354139635,1.0269596637252794,0.9271123028740778,0.2764069914903449,0.9626049390750804,1.636956795153842,3.249862033148551
296,8.3,0.39,0.7,10.6,0.045,33.0,169.0,0.9976,3.09,0.57,9.4,5,1.7127791254586744,1.1088922297279098,3.0230245704836647,0.8298436265200894,0.035355000359076724,0.13572657994154608,0.7210321488627749,1.194617009878685,0.6508363048491708,0.7023940542934126,0.9055437894820552,0.991373917603488
315,6.8,0.28,0.6,1.1,0.132,42.0,127.0,0.9934,3.09,0.44,9.1,6,0.06493106430136242,0.017451943403038586,2.1966291679269743,1.0433546564432035,3.947115230413333,0.39351703765980145,0.26734905300070094,0.20978270189549367,0.6508363048491708,0.4368157832745035,1.1493481247059845,0.13787014016904328
325,7.5,0.27,0.31,5.8,0.057,131.0,313.0,0.9946,3.18,0.59,10.5,5,0.7646670242533211,0.08176990080831344,0.19991749948742807,0.1166144532929429,0.5139512383681523,5.627148367273127,4.1097676981089775,0.19147435861143572,0.05475132863090923,0.8776571062269384,0.011594560327649826,0.991373917603488
339,6.6,0.18,0.35,1.5,0.049,49.0,141.0,0.9934,3.43,0.85,10.2,7,0.30195908960270074,0.9747664987104812,0.13064066153524798,0.9644831497921176,0.14774707921666638,0.8051509624608495,0.06211134762045768,0.20978270189549367,1.6010402719753674,3.1560767813627715,0.2553988955515792,1.2671141979415745
358,10.0,0.2,0.39,1.4,0.05,19.0,152.0,0.994,3.0,0.42,10.4,6,3.727517340520047,0.776322810287777,0.4611988225579245,0.9842010264548893,0.19352259911060218,0.9589944295436422,0.32097309096565374,0.009154171642028967,1.2469212810674295,0.6120788352080293,0.09286267206895914,0.13787014016904328
372,6.6,0.905,0.19,0.8,0.048,17.0,204.0,0.9934,3.34,0.56,10.0,5,0.30195908960270074,6.218817206612536,1.1915919825554566,1.102508286431518,0.10197155932273061,1.0766041223439415,1.5446831504156715,0.20978270189549367,1.0049552957571057,0.6147625283266507,0.41793511903419783,0.991373917603488
395,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,3.18,0.41,10.0,5,0.06493106430136242,0.08176990080831344,1.77006876434514,1.0039189031176607,0.2642325998287553,3.039735125666539,0.6974992631041207,0.6779159391535284,0.05475132863090923,0.6997103611747921,0.41793511903419783,0.991373917603488
405,6.8,0.27,0.12,1.3,0.04,87.0,168.0,0.992,3.18,0.41,10.0,5,0.06493106430136242,0.08176990080831344,1.77006876434514,1.0039189031176607,0.2642325998287553,3.039735125666539,0.6974992631041207,0.6779159391535284,0.05475132863090923,0.6997103611747921,0.41793511903419783,0.991373917603488
445,7.1,0.32,0.32,11.0,0.038,16.0,66.0,0.9937,3.24,0.4,11.5,3,0.2906109736506445,0.41433932024844616,0.11727795923175896,0.9087151331711755,0.35578363961662685,1.1354089687440914,1.7028550842786063,0.10946843676874275,0.34263865551459755,0.7873418871415545,0.8010865570854462,3.249862033148551
450,7.2,0.6,0.2,9.9,0.07,21.0,174.0,0.9971,3.03,0.54,9.1,5,0.40912498630131416,3.1925509581663003,1.1089524422997876,0.691818489880689,1.1090329969893171,0.8413847367433428,0.8386965776560459,1.0274265680007915,1.0482262889946776,0.4394994763931249,1.1493481247059845,0.991373917603488
470,8.6,0.37,0.7,12.15,0.039,21.0,158.0,0.9983,3.0,0.73,9.3,6,2.06832116341068,0.9104485413052057,3.0230245704836647,1.1354707147930478,0.3100081197226911,0.8413847367433428,0.4621704055175789,1.4286836285076838,1.2469212810674295,2.104498469761618,0.9868119012233645,0.13787014016904328
484,6.2,0.37,0.3,6.6,0.346,79.0,200.0,0.9954,3.29,0.58,9.6,5,0.7760151402053762,0.9104485413052057,0.2825570397430972,0.04112856000922911,13.74307648771558,2.569296354465341,1.4505516073810547,0.4589790656160058,0.6737969756358517,0.7900255802601756,0.7430075659994365,0.991373917603488
508,5.9,0.62,0.28,3.5,0.039,55.0,152.0,0.9907,3.44,0.44,12.0,6,1.1315571781573832,3.390994646589004,0.44783612025443503,0.5701256165366875,0.3100081197226911,1.1579800408617478,0.32097309096565374,1.112611088035992,1.667271935999617,0.4368157832745035,1.2074271157919942,0.13787014016904328
525,5.9,0.32,0.39,3.3,0.114,24.0,140.0,0.9934,3.09,0.45,9.2,6,1.1315571781573832,0.41433932024844616,0.4611988225579245,0.6095613698622305,3.1231558723224895,0.6649701975428935,0.0385784618618035,0.20978270189549367,0.6508363048491708,0.3491842573077406,1.0680800129646753,0.13787014016904328
531,6.4,0.18,0.48,4.0,0.186,64.0,150.0,0.9945,3.06,0.4,9.3,5,0.538987114904038,0.9747664987104812,1.2049546848589456,0.47153623322282995,6.418993304685863,1.6872236584630953,0.27390731944834534,0.15803627023586447,0.8495312969219228,0.7873418871415545,0.9868119012233645,0.991373917603488
556,8.4,0.35,0.71,12.2,0.046,22.0,160.0,0.9982,2.98,0.65,9.4,5,1.831293138109343,0.7120048528825017,3.1056641107393337,1.1453296531244335,0.010420519534859058,0.782579890343193,0.5092361770348872,1.3952455401321127,1.3793846091159316,1.4034462620275157,0.9055437894820552,0.991373917603488
600,6.7,0.3,0.35,1.4,0.18,36.0,160.0,0.9937,3.11,0.54,9.4,6,0.18344507695203105,0.2158956318257421,0.13064066153524798,0.9842010264548893,6.144340185322249,0.04068795925890309,0.5092361770348872,0.10946843676874275,0.5183729768006685,0.4394994763931249,0.9055437894820552,0.13787014016904328
646,6.5,0.33,0.72,1.1,0.061,7.0,151.0,0.993,3.09,0.57,9.5,4,0.4204731022533693,0.5135611644597982,3.188303650995003,1.0433546564432035,0.6970533179438951,1.664652586345439,0.29744020520699954,0.34353505539777873,0.6508363048491708,0.7023940542934126,0.8242756777407458,2.1206179753760193
659,6.8,0.29,0.16,1.4,0.038,122.5,234.5,0.9922,3.15,0.47,10.0,4,0.06493106430136242,0.11667378761439007,1.4395106033224638,0.9842010264548893,0.35578363961662685,5.127307172871854,2.262436166054624,0.6110397624023859,0.2534463207036641,0.1739212053742153,0.41793511903419783,2.1206179753760193
683,6.4,0.27,0.32,4.5,0.24,61.0,174.0,0.9948,3.12,0.48,9.4,5,0.538987114904038,0.08176990080831344,0.11727795923175896,0.3729468499089724,8.890871378958392,1.510809119262646,0.8386965776560459,0.25835053536257824,0.45214131277641595,0.08628967940745241,0.9055437894820552,0.991373917603488
687,6.8,0.67,0.3,13.0,0.29,22.0,193.0,0.9984,3.08,0.67,9.0,4,0.06493106430136242,3.8871038676457643,0.2825570397430972,1.3030726664266055,11.179647373655179,0.782579890343193,1.2858214070704754,1.462121716883255,0.7170679688734205,1.5787093139610415,1.230616236447294,2.1206179753760193
700,8.4,0.4,0.7,13.1,0.042,29.0,197.0,0.998,3.06,0.64,9.7,5,1.831293138109343,1.2081140739392617,3.0230245704836647,1.322790543089377,0.17268156004088375,0.370945965542145,1.3799529501050922,1.3283693633809701,0.8495312969219228,1.3158147360607528,0.6617394542581272,0.991373917603488
729,6.0,0.33,0.27,0.8,0.185,12.0,188.0,0.9924,3.12,0.62,9.4,5,1.0130431655067145,0.5135611644597982,0.5304756605101041,1.102508286431518,6.373217784791927,1.3706283543446902,1.1681569782772045,0.5441635856512435,0.45214131277641595,1.140551684127227,0.9055437894820552,0.991373917603488
740,6.9,0.39,0.4,4.6,0.022,5.0,19.0,0.9915,3.31,0.37,12.6,3,0.05358294834930726,1.1088922297279098,0.5438383628135937,0.353228973246201,1.0881919579195987,1.7822622791457383,2.808900714935353,0.8451063810313848,0.806260303684354,1.0502364650418432,1.6950357862398515,3.249862033148551
745,7.4,0.2,1.66,2.1,0.022,34.0,113.0,0.99165,3.26,0.55,12.2,6,0.6461530116026525,0.776322810287777,10.956420435027892,0.8461758898154885,1.0881919579195987,0.07692173354139635,0.5968094536218596,0.7949492484680278,0.47510198356309685,0.5271310023598879,1.369963339274613,0.13787014016904328
757,6.8,0.22,0.37,15.2,0.051,68.0,178.0,0.99935,3.4,0.85,9.3,6,0.06493106430136242,0.5778791218650733,0.2959197420465862,1.7368659530075787,0.23929811900453762,1.9224430440636942,0.9328281206906626,1.7797835564512192,1.4023452799026126,3.1560767813627715,0.9868119012233645,0.13787014016904328
758,7.1,0.14,0.4,1.2,0.051,55.0,136.0,0.9932,3.3,0.96,9.8,7,0.2906109736506445,1.3716538755558887,0.5438383628135937,1.023636779780432,0.23929811900453762,1.1579800408617478,0.05555308117281325,0.2766588786466362,0.7400286396601014,4.120023566997163,0.5804713425168164,1.2671141979415745
759,7.1,0.13,0.4,1.2,0.047,54.0,134.0,0.9932,3.3,0.97,9.8,7,0.2906109736506445,1.4708757197672406,0.5438383628135937,1.023636779780432,0.056196039428794836,1.0991751944615982,0.10261885269012162,0.2766588786466362,0.7400286396601014,4.207655092963925,0.5804713425168164,1.2671141979415745
771,6.6,0.16,0.57,1.1,0.13,58.0,140.0,0.9927,3.12,0.39,9.3,7,0.30195908960270074,1.1732101871331848,1.948710547159967,1.0433546564432035,3.8555641906254614,1.334394580062197,0.0385784618618035,0.4438493205244925,0.45214131277641595,0.8749734131083174,0.9868119012233645,1.2671141979415745
772,6.6,0.21,0.6,1.1,0.135,61.0,144.0,0.9927,3.12,0.39,9.3,7,0.30195908960270074,0.6771009660764253,2.1966291679269743,1.0433546564432035,4.08444179009514,1.510809119262646,0.13271000489642024,0.4438493205244925,0.45214131277641595,0.8749734131083174,0.9868119012233645,1.2671141979415745
774,9.1,0.27,0.45,10.6,0.035,28.0,124.0,0.997,3.2,0.46,10.4,9,2.660891226664025,0.08176990080831344,0.9570360640919388,0.8298436265200894,0.49311019929843386,0.4297508119422947,0.3379477102766635,0.9939884796252203,0.07771199941759302,0.26155273134097773,0.09286267206895914,3.525602313486637
775,6.4,0.225,0.48,2.2,0.115,29.0,104.0,0.9918,3.24,0.58,12.1,6,0.538987114904038,0.5282681997593973,1.2049546848589456,0.826458013152717,3.1689313922164253,0.370945965542145,0.8086054254497472,0.744792115904671,0.34263865551459755,0.7900255802601756,1.2886952275333035,0.13787014016904328
820,6.6,0.36,0.29,1.6,0.021,24.0,85.0,0.98965,3.41,0.61,12.4,9,0.30195908960270074,0.8112266970938538,0.3651965799987663,0.944765273129346,1.1339674778135342,0.6649701975428935,1.2557302548641767,1.4637110159795275,1.4685769439268652,1.0529201581604641,1.5324995627572329,3.525602313486637
821,7.3,0.655,0.2,10.2,0.071,28.0,212.0,0.9971,2.96,0.58,9.2,6,0.5276389989519829,3.738271101328736,1.1089524422997876,0.7509721198690033,1.1548085168832523,0.4297508119422947,1.7329462364849049,1.0274265680007915,1.511847937164434,0.7900255802601756,1.0680800129646753,0.13787014016904328
827,7.4,0.24,0.36,2.0,0.031,27.0,139.0,0.99055,3.28,0.48,12.5,9,0.6461530116026525,0.3794354334423695,0.2132802017909171,0.8658937664782601,0.676212278874177,0.4885556583424444,0.015045576103149312,1.1627682205993488,0.6075653116115991,0.08628967940745241,1.6137676744985423,3.525602313486637
830,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6,0.5276389989519829,0.7267118881821013,0.19991749948742807,0.9250473964665745,0.6512777980499593,0.07692173354139635,0.6674081108978221,0.7599218609961843,3.5217585286786486,1.7539723658945663,0.011594560327649826,0.13787014016904328
834,7.3,0.205,0.31,1.7,0.06,34.0,110.0,0.9963,3.72,0.69,10.5,6,0.5276389989519829,0.7267118881821013,0.19991749948742807,0.9250473964665745,0.6512777980499593,0.07692173354139635,0.6674081108978221,0.7599218609961843,3.5217585286786486,1.7539723658945663,0.011594560327649826,0.13787014016904328
852,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,0.05358294834930726,0.9747664987104812,0.2132802017909171,1.0039189031176607,0.4473346794044984,0.27590734485950197,0.5026779105872428,0.20978270189549367,0.5413336475873495,4.032392041030399,0.8242756777407458,1.2671141979415745
854,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,0.05358294834930726,0.9747664987104812,0.2132802017909171,1.0039189031176607,0.4473346794044984,0.27590734485950197,0.5026779105872428,0.20978270189549367,0.5413336475873495,4.032392041030399,0.8242756777407458,1.2671141979415745
859,6.6,0.3,0.3,4.8,0.17,60.0,166.0,0.9946,3.18,0.47,9.4,5,0.30195908960270074,0.2158956318257421,0.2825570397430972,0.31379321992065795,5.686584986382892,1.4520042728624964,0.6504334915868123,0.19147435861143572,0.05475132863090923,0.1739212053742153,0.9055437894820552,0.991373917603488
866,6.9,0.18,0.36,1.3,0.036,40.0,117.0,0.9934,3.27,0.95,9.5,7,0.05358294834930726,0.9747664987104812,0.2132802017909171,1.0039189031176607,0.4473346794044984,0.27590734485950197,0.5026779105872428,0.20978270189549367,0.5413336475873495,4.032392041030399,0.8242756777407458,1.2671141979415745
873,10.3,0.17,0.47,1.4,0.037,5.0,33.0,0.9939,2.89,0.28,9.6,3,4.083059378472055,1.0739883429218329,1.1223151446032766,0.9842010264548893,0.40155915951056265,1.7822622791457383,2.4794403143141945,0.042592260017600234,1.9754695853341904,1.8389201987427082,0.7430075659994365,3.249862033148551
876,6.9,0.36,0.34,4.2,0.018,57.0,119.0,0.9898,3.28,0.36,12.7,9,0.05358294834930726,0.8112266970938538,0.048001121279579305,0.4321004798972869,1.2712940374953416,1.2755897336620472,0.4556121390699344,1.4135538834161705,0.6075653116115991,1.137867991008606,1.7763038979811607,3.525602313486637
877,6.0,0.28,0.34,1.6,0.119,33.0,104.0,0.9921,3.19,0.38,10.2,6,1.0130431655067145,0.017451943403038586,0.048001121279579305,0.944765273129346,3.3520334717921676,0.13572657994154608,0.8086054254497472,0.6444778507779572,0.011480335393340427,0.9626049390750804,0.2553988955515792,0.13787014016904328
878,6.2,0.16,0.54,1.4,0.126,37.0,110.0,0.9932,3.23,0.37,8.9,6,0.7760151402053762,1.1732101871331848,1.7007919263929605,0.9842010264548893,3.672462111049718,0.09949280565905282,0.6674081108978221,0.2766588786466362,0.2764069914903449,1.0502364650418432,1.3118843481886031,0.13787014016904328
926,5.4,0.595,0.1,2.8,0.042,26.0,80.0,0.9932,3.36,0.38,9.3,5,1.7241272414107285,3.142940036060624,1.9353478448564783,0.7081507531760881,0.17268156004088375,0.5473605047425941,1.3733946836574478,0.2766588786466362,1.137418623805608,0.9626049390750804,0.9868119012233645,0.991373917603488
946,8.2,0.345,1.0,18.2,0.047,55.0,205.0,0.99965,2.96,0.43,9.6,5,1.5942651128080036,0.6623939307768256,5.502210778153736,2.328402252890724,0.056196039428794836,1.1579800408617478,1.5682160361743256,1.88009782157797,1.511847937164434,0.5244473092412664,0.7430075659994365,0.991373917603488
948,6.8,0.705,0.25,3.2,0.048,10.0,57.0,0.996,3.36,0.52,9.5,4,0.06493106430136242,4.234380322385495,0.6957547410214424,0.629279246525002,0.10197155932273061,1.4882380471449896,1.914651056106494,0.6596075958694705,1.137418623805608,0.26423642445959916,0.8242756777407458,2.1206179753760193
974,7.1,0.13,0.38,1.8,0.046,14.0,114.0,0.9925,3.32,0.9,11.7,6,0.2906109736506445,1.4708757197672406,0.37855928230225533,0.9053295198038032,0.010420519534859058,1.2530186615443908,0.5732765678632054,0.510725497275635,0.8724919677086036,3.594234411196586,0.9636227805680648,0.13787014016904328
979,6.0,0.2,0.71,1.6,0.15,10.0,54.0,0.9927,3.12,0.47,9.8,5,1.0130431655067145,0.776322810287777,3.1056641107393337,0.944765273129346,4.771074588504176,1.4882380471449896,1.9852497133824565,0.4438493205244925,0.45214131277641595,0.1739212053742153,0.5804713425168164,0.991373917603488
980,6.0,0.19,0.71,1.5,0.152,9.0,55.0,0.9927,3.12,0.46,9.8,6,1.0130431655067145,0.8755446544991291,3.1056641107393337,0.9644831497921176,4.862625628292047,1.5470428935451395,1.9617168276238024,0.4438493205244925,0.45214131277641595,0.26155273134097773,0.5804713425168164,0.13787014016904328
1014,6.1,0.16,0.27,12.6,0.064,63.0,162.0,0.9994,3.66,0.43,8.9,5,0.894529152856046,1.1732101871331848,0.5304756605101041,1.2242011597755194,0.8343798776257024,1.6284188120629457,0.5563019485521956,1.7965026006390048,3.1243685445331417,0.5244473092412664,1.3118843481886031,0.991373917603488
1016,6.8,0.37,0.47,11.2,0.071,44.0,136.0,0.9968,2.98,0.88,9.2,5,0.06493106430136242,0.9104485413052057,1.1223151446032766,0.9481508864967183,1.1548085168832523,0.5111267304601008,0.05555308117281325,0.9271123028740778,1.3793846091159316,3.41897135926306,1.0680800129646753,0.991373917603488
1024,6.8,0.34,0.74,2.8,0.088,23.0,185.0,0.9928,3.51,0.7,12.0,6,0.06493106430136242,0.6127830086711502,3.353582731506341,0.7081507531760881,1.93299235508016,0.7237750439430433,1.0975583210012418,0.4104112321489212,2.1308935841693737,1.8416038918613291,1.2074271157919942,0.13787014016904328
1029,6.3,0.6,0.44,11.0,0.05,50.0,245.0,0.9972,3.19,0.57,9.3,4,0.6575011275547077,3.1925509581663003,0.8743965238362696,0.9087151331711755,0.19352259911060218,0.8639558088609992,2.5095314665204933,1.0608646563763628,0.011480335393340427,0.7023940542934126,0.9868119012233645,2.1206179753760193
1034,7.9,0.64,0.46,10.6,0.244,33.0,227.0,0.9983,2.87,0.74,9.1,3,1.2387230748559976,3.589438335011708,1.0396756043476079,0.8298436265200894,9.073973458534136,0.13572657994154608,2.085939522864718,1.4286836285076838,2.1079329133826925,2.1921299957283806,1.1493481247059845,3.249862033148551
1036,7.5,0.17,0.37,1.5,0.06,18.0,75.0,0.9936,3.54,0.88,10.7,5,0.7646670242533211,1.0739883429218329,0.2959197420465862,0.9644831497921176,0.6512777980499593,1.017799275943792,1.4910591124507186,0.142906525144314,2.3295885762421285,3.41897135926306,0.1509416631549688,0.991373917603488
1040,8.2,0.68,0.3,2.1,0.047,17.0,138.0,0.995,3.22,0.71,10.8,4,1.5942651128080036,3.9863257118571163,0.2825570397430972,0.8461758898154885,0.056196039428794836,1.0766041223439415,0.008487309655504876,0.3252267121137208,0.21017532746609527,1.9292354178280922,0.23220977489627956,2.1206179753760193
1051,6.9,0.21,0.81,1.1,0.137,52.0,123.0,0.9932,3.03,0.39,9.2,6,0.05358294834930726,0.6771009660764253,3.932059513296025,1.0433546564432035,4.175992829883012,0.9815655016612986,0.3614805960353177,0.2766588786466362,1.0482262889946776,0.8749734131083174,1.0680800129646753,0.13787014016904328
1053,9.4,0.29,0.55,2.2,0.05,17.0,119.0,0.9962,3.12,0.69,10.3,4,3.0164332646160332,0.11667378761439007,1.7834314666486295,0.826458013152717,0.19352259911060218,1.0766041223439415,0.4556121390699344,0.726483772620613,0.45214131277641595,1.7539723658945663,0.17413078381026845,2.1206179753760193
